interaction_id,timestamp,department,user_role,user_query,query_category,metrics_requested,analysis_type,bot_response_confidence,response_time_ms,user_feedback_rating,estimated_business_impact
INT-102263,2025-05-27 10:31:31.857396,HR,Executive,Show monthly revenue trend,Sales,Revenue,Descriptive,0.87,1394,3.0,Low
INT-102264,2025-10-11 00:50:31.857399,Finance,Intern,Forecast next quarter revenue,Marketing,ROI,Descriptive,0.7,2305,4.0,Medium
INT-102265,2025-10-08 19:32:31.857407,Marketing,Executive,Forecast next quarter revenue,Revenue,Revenue,Trend Analysis,0.65,1560,4.0,Low
INT-102266,2025-04-07 09:47:31.857410,Finance,Manager,Which campaign had highest ROI?,Finance,Revenue,Trend Analysis,0.75,283,2.0,Low
INT-102267,2025-09-19 12:20:31.857414,Sales,Intern,Compare sales performance by region,Finance,Churn Rate,Predictive,0.93,1340,,Medium
INT-102268,2025-12-16 17:31:31.857417,Sales,Analyst,Compare sales performance by region,Revenue,Profit Margin,Descriptive,0.74,911,3.0,Low
INT-102269,2025-11-18 23:34:31.857420,HR,Intern,Show monthly revenue trend,Marketing,Revenue,Predictive,0.61,1757,3.0,Low
INT-102270,2025-10-22 01:15:31.857423,Operations,Executive,Forecast next quarter revenue,Finance,Revenue,Descriptive,0.71,1961,3.0,Low
INT-102271,2025-08-18 19:14:31.857426,Finance,Manager,Which campaign had highest ROI?,Finance,ROI,Descriptive,0.99,2140,1.0,Low
INT-102272,2025-09-12 08:44:31.857429,Operations,Executive,Show monthly revenue trend,Marketing,Profit Margin,Predictive,0.86,2006,4.0,High
INT-102273,2025-09-11 23:10:31.857433,HR,Intern,Compare sales performance by region,Marketing,Profit Margin,Predictive,0.95,1100,2.0,Low
INT-102274,2025-10-12 05:10:31.857436,Sales,Intern,Forecast next quarter revenue,Revenue,Revenue,Descriptive,0.9,856,5.0,High
INT-102275,2025-12-05 17:29:31.857447,Operations,Analyst,Which campaign had highest ROI?,Customer,Profit Margin,Descriptive,0.81,858,3.0,Medium
INT-102276,2025-10-04 09:49:31.857450,Operations,Manager,What is customer churn rate?,Sales,ROI,Trend Analysis,0.66,1050,3.0,Medium
INT-102277,2025-11-20 01:56:31.857452,Sales,Manager,Forecast next quarter revenue,Customer,ROI,Predictive,0.74,340,4.0,Low
INT-102278,2025-04-27 10:26:31.857454,Finance,Intern,Which campaign had highest ROI?,Customer,ROI,Predictive,0.83,2129,5.0,nan
INT-102279,2026-01-14 22:20:31.857455,Sales,Manager,Show monthly revenue trend,Finance,Churn Rate,Predictive,0.94,1254,2.0,High
INT-102280,2025-04-03 15:21:31.857457,Operations,Analyst,What is customer churn rate?,Marketing,Revenue,Predictive,0.7,2452,,Low
INT-102281,2026-02-04 09:26:31.857459,Finance,Executive,Which campaign had highest ROI?,Finance,Profit Margin,Descriptive,0.65,1701,4.0,Low
INT-102282,2025-05-21 18:28:31.857461,Finance,Manager,Which campaign had highest ROI?,Sales,ROI,Trend Analysis,0.82,310,1.0,Medium
INT-102283,2025-06-10 19:02:31.857463,Sales,Intern,Compare sales performance by region,Revenue,Revenue,Predictive,0.67,1291,3.0,nan
INT-102284,2025-06-06 12:04:31.857465,Operations,Executive,Forecast next quarter revenue,Sales,Revenue,Descriptive,0.84,1918,3.0,Medium
INT-102285,2025-05-26 23:44:31.857467,HR,Executive,Compare sales performance by region,Finance,Churn Rate,Descriptive,0.7,395,5.0,Medium
INT-102286,2025-12-29 19:19:31.857468,Operations,Analyst,What is customer churn rate?,Finance,Profit Margin,Descriptive,0.69,325,3.0,Low
INT-102287,2025-07-17 07:04:31.857470,Marketing,Intern,Which campaign had highest ROI?,Finance,Profit Margin,Descriptive,0.76,461,3.0,Medium
INT-102288,2025-03-22 13:23:31.857472,HR,Manager,Compare sales performance by region,Finance,ROI,Descriptive,0.83,1123,1.0,Low
INT-102289,2025-11-17 20:32:31.857474,Finance,Intern,Forecast next quarter revenue,Customer,ROI,Predictive,0.81,2021,3.0,Medium
INT-102290,2025-12-19 16:04:31.857476,HR,Executive,What is customer churn rate?,Revenue,Revenue,Predictive,0.7,2402,4.0,Low
INT-102291,2025-10-11 13:26:31.857478,Finance,Intern,Show monthly revenue trend,Customer,Profit Margin,Trend Analysis,0.95,1804,4.0,Low
INT-102292,2025-11-10 16:38:31.857479,Finance,Manager,Compare sales performance by region,Finance,Profit Margin,Predictive,0.64,307,1.0,Medium
INT-102293,2025-06-26 23:26:31.857481,HR,Manager,What is customer churn rate?,Marketing,ROI,Descriptive,0.62,2282,2.0,Medium
INT-102294,2025-05-12 11:32:31.857483,Finance,Analyst,Show monthly revenue trend,Customer,Conversion Rate,Trend Analysis,0.84,854,3.0,Medium
INT-102295,2025-12-29 05:40:31.857485,Finance,Manager,Compare sales performance by region,Finance,Revenue,Descriptive,0.65,2213,4.0,High
INT-102296,2025-07-05 20:58:31.857487,Marketing,Manager,What is customer churn rate?,Finance,Profit Margin,Descriptive,0.8,1197,5.0,Low
INT-102297,2025-05-02 05:04:31.857489,Operations,Intern,What is customer churn rate?,Revenue,Churn Rate,Predictive,0.97,484,1.0,Medium
INT-102298,2025-03-18 12:32:31.857491,Operations,Intern,Compare sales performance by region,Sales,Churn Rate,Descriptive,0.87,1670,3.0,High
INT-102299,2025-08-16 14:35:31.857492,Marketing,Executive,What is customer churn rate?,Customer,Conversion Rate,Predictive,0.84,226,3.0,High
INT-102300,2025-12-02 08:38:31.857494,HR,Analyst,Which campaign had highest ROI?,Customer,ROI,Descriptive,0.82,2474,,High
INT-102301,2025-04-09 20:29:31.857496,Sales,Intern,Compare sales performance by region,Customer,ROI,Trend Analysis,0.67,1791,4.0,Low
INT-102302,2025-08-24 00:02:31.857498,Sales,Manager,What is customer churn rate?,Finance,ROI,Descriptive,0.77,1591,3.0,Low
INT-102303,2025-11-10 11:32:31.857500,Sales,Executive,Show monthly revenue trend,Revenue,Churn Rate,Predictive,0.73,1047,3.0,Medium
INT-102304,2025-05-21 10:03:31.857502,Marketing,Intern,Show monthly revenue trend,Finance,ROI,Descriptive,0.97,1328,3.0,Medium
INT-102305,2025-12-17 00:40:31.857504,Marketing,Analyst,Which campaign had highest ROI?,Finance,Churn Rate,Predictive,0.69,217,4.0,Low
INT-102306,2026-01-25 08:21:31.857505,Finance,Analyst,Compare sales performance by region,Marketing,Conversion Rate,Predictive,0.78,2290,1.0,Medium
INT-102307,2025-07-23 05:01:31.857507,Sales,Executive,What is customer churn rate?,Revenue,Revenue,Trend Analysis,0.97,2336,3.0,Medium
INT-102308,2025-07-22 21:40:31.857509,HR,Executive,What is customer churn rate?,Customer,Profit Margin,Predictive,0.91,356,4.0,Medium
INT-102309,2025-06-05 04:03:31.857511,HR,Executive,Show monthly revenue trend,Sales,Conversion Rate,Trend Analysis,0.98,1489,3.0,Low
INT-102310,2026-01-03 01:31:31.857513,Sales,Executive,Which campaign had highest ROI?,Customer,Churn Rate,Trend Analysis,0.84,2381,4.0,Low
INT-102311,2025-05-17 20:12:31.857515,Sales,Executive,Show monthly revenue trend,Finance,Conversion Rate,Descriptive,0.73,1824,3.0,Low
INT-102312,2025-05-02 13:21:31.857517,Sales,Manager,Show monthly revenue trend,Revenue,Profit Margin,Trend Analysis,0.92,1971,5.0,Medium
INT-102313,2025-03-25 00:13:31.857518,Marketing,Manager,Which campaign had highest ROI?,Revenue,Revenue,Predictive,0.71,1355,1.0,Low
INT-102314,2025-04-12 18:26:31.857520,Marketing,Intern,Compare sales performance by region,Revenue,Profit Margin,Predictive,0.66,1257,,High
INT-102315,2025-03-07 02:59:31.857522,Marketing,Analyst,What is customer churn rate?,Marketing,Churn Rate,Trend Analysis,0.88,2330,2.0,Low
INT-102316,2025-04-21 03:29:31.857524,Operations,Manager,Compare sales performance by region,Customer,Profit Margin,Descriptive,0.85,1355,2.0,High
INT-102317,2026-01-22 13:32:31.857526,HR,Manager,Forecast next quarter revenue,Marketing,Conversion Rate,Trend Analysis,0.94,403,5.0,Medium
INT-102318,2025-10-04 12:06:31.857528,HR,Manager,Forecast next quarter revenue,Sales,ROI,Trend Analysis,0.98,2022,5.0,Low
INT-102319,2025-06-01 19:16:31.857529,Finance,Intern,Forecast next quarter revenue,Finance,Conversion Rate,Predictive,0.93,1559,1.0,Medium
INT-102320,2025-12-18 12:28:31.857531,Marketing,Executive,Which campaign had highest ROI?,Marketing,Churn Rate,Descriptive,0.62,1161,,Medium
INT-102321,2025-05-24 19:29:31.857533,Operations,Intern,Show monthly revenue trend,Marketing,Revenue,Descriptive,0.86,641,3.0,Medium
INT-102322,2025-09-10 19:09:31.857535,Operations,Analyst,Compare sales performance by region,Finance,Profit Margin,Descriptive,0.91,1515,4.0,Medium
INT-102323,2025-09-21 07:57:31.857537,HR,Analyst,What is customer churn rate?,Revenue,Revenue,Descriptive,0.98,1348,1.0,Medium
INT-102324,2025-10-19 18:08:31.857539,Marketing,Analyst,Forecast next quarter revenue,Finance,Churn Rate,Predictive,0.75,1886,3.0,Medium
INT-102325,2025-12-13 20:38:31.857540,Finance,Analyst,Compare sales performance by region,Customer,Profit Margin,Descriptive,0.67,1070,3.0,Medium
INT-102326,2025-12-26 18:15:31.857542,Marketing,Manager,Forecast next quarter revenue,Finance,Conversion Rate,Descriptive,0.93,1398,4.0,Medium
INT-102327,2025-03-19 06:36:31.857544,Sales,Manager,Forecast next quarter revenue,Revenue,Conversion Rate,Descriptive,0.72,2107,4.0,Low
INT-102328,2025-09-20 15:23:31.857546,Marketing,Intern,What is customer churn rate?,Finance,Churn Rate,Predictive,0.83,1715,3.0,High
INT-102329,2025-07-11 17:32:31.857548,Sales,Executive,Which campaign had highest ROI?,Marketing,Profit Margin,Predictive,0.75,279,,High
INT-102330,2025-12-08 05:11:31.857550,Sales,Analyst,Show monthly revenue trend,Sales,Conversion Rate,Descriptive,0.76,1528,2.0,nan
INT-102331,2025-05-06 20:49:31.857552,Finance,Intern,Which campaign had highest ROI?,Marketing,Churn Rate,Predictive,0.89,1567,2.0,Low
INT-102332,2025-08-20 20:21:31.857553,HR,Manager,Compare sales performance by region,Sales,Churn Rate,Trend Analysis,0.74,769,4.0,High
INT-102333,2025-08-21 07:28:31.857555,Marketing,Manager,Which campaign had highest ROI?,Finance,Revenue,Descriptive,0.87,1314,1.0,High
INT-102334,2025-10-04 19:59:31.857557,Sales,Executive,Compare sales performance by region,Customer,Conversion Rate,Predictive,0.61,2416,3.0,Medium
INT-102335,2025-10-23 18:53:31.857559,Marketing,Executive,Compare sales performance by region,Finance,Profit Margin,Descriptive,0.73,2483,3.0,Medium
INT-102336,2025-06-04 11:28:31.857561,HR,Executive,Show monthly revenue trend,Revenue,Conversion Rate,Descriptive,0.72,598,3.0,nan
INT-102337,2025-09-06 00:35:31.857563,HR,Intern,What is customer churn rate?,Finance,Conversion Rate,Predictive,0.89,1020,,nan
INT-102338,2025-03-29 12:17:31.857565,Operations,Manager,Show monthly revenue trend,Sales,Conversion Rate,Trend Analysis,0.72,1044,3.0,Medium
INT-102339,2025-09-28 15:34:31.857567,HR,Manager,Which campaign had highest ROI?,Marketing,Churn Rate,Descriptive,0.85,1476,3.0,Medium
INT-102340,2025-11-13 15:17:31.857568,Finance,Executive,Compare sales performance by region,Customer,ROI,Trend Analysis,0.87,557,2.0,High
INT-102341,2025-11-05 08:16:31.857570,Sales,Analyst,Forecast next quarter revenue,Finance,ROI,Predictive,0.86,1622,2.0,Low
INT-102342,2025-11-02 22:43:31.857572,Operations,Executive,Forecast next quarter revenue,Finance,Revenue,Descriptive,0.84,720,3.0,Low
INT-102343,2026-02-07 15:11:31.857574,Finance,Intern,Compare sales performance by region,Marketing,Conversion Rate,Predictive,0.76,592,4.0,nan
INT-102344,2025-05-25 00:58:31.857576,Marketing,Executive,Show monthly revenue trend,Customer,ROI,Predictive,0.75,1866,4.0,High
INT-102345,2026-02-02 08:20:31.857578,Sales,Executive,What is customer churn rate?,Finance,Revenue,Predictive,0.82,1595,5.0,nan
INT-102346,2025-06-15 03:12:31.857579,HR,Intern,Show monthly revenue trend,Finance,Churn Rate,Predictive,0.62,2400,2.0,Medium
INT-102347,2025-04-23 12:22:31.857581,Sales,Executive,Compare sales performance by region,Sales,Conversion Rate,Descriptive,0.94,1092,1.0,Medium
INT-102348,2025-04-20 07:32:31.857583,Marketing,Manager,Compare sales performance by region,Sales,Profit Margin,Trend Analysis,0.92,1183,,nan
INT-102349,2025-08-17 01:00:31.857585,Operations,Analyst,What is customer churn rate?,Revenue,Churn Rate,Trend Analysis,0.74,782,1.0,Medium
INT-102350,2025-09-01 09:04:31.857587,Operations,Executive,Which campaign had highest ROI?,Marketing,Revenue,Descriptive,0.82,2155,,High
INT-102351,2025-10-13 01:53:31.857589,Operations,Intern,Which campaign had highest ROI?,Customer,Churn Rate,Descriptive,0.96,219,5.0,Medium
INT-102352,2025-09-10 11:52:31.857591,HR,Analyst,What is customer churn rate?,Finance,Profit Margin,Trend Analysis,0.71,2173,,Low
INT-102353,2025-06-16 10:20:31.857592,Finance,Intern,Which campaign had highest ROI?,Finance,Churn Rate,Trend Analysis,0.89,2475,3.0,Low
INT-102354,2025-11-05 20:12:31.857594,Finance,Analyst,Forecast next quarter revenue,Revenue,Revenue,Descriptive,0.63,218,2.0,Medium
INT-102355,2025-10-01 04:26:31.857596,Sales,Analyst,Which campaign had highest ROI?,Finance,Profit Margin,Predictive,0.8,1842,4.0,Medium
INT-102356,2025-04-15 15:21:31.857598,HR,Executive,Which campaign had highest ROI?,Marketing,Profit Margin,Descriptive,0.94,1088,4.0,Low
INT-102357,2025-10-12 15:20:31.857600,Operations,Manager,Which campaign had highest ROI?,Revenue,Churn Rate,Trend Analysis,0.82,2083,2.0,Medium
INT-102358,2025-08-01 21:54:31.857601,Operations,Executive,Forecast next quarter revenue,Marketing,Profit Margin,Predictive,0.84,925,5.0,Medium
INT-102359,2025-03-22 20:53:31.857603,Marketing,Intern,Which campaign had highest ROI?,Revenue,Churn Rate,Trend Analysis,0.95,346,2.0,High
INT-102360,2025-05-15 02:58:31.857605,Marketing,Intern,Forecast next quarter revenue,Finance,Conversion Rate,Predictive,0.88,1916,3.0,Low
INT-102361,2025-04-21 13:13:31.857607,Operations,Analyst,What is customer churn rate?,Revenue,Profit Margin,Trend Analysis,0.87,1727,5.0,Medium
INT-102362,2025-06-26 10:53:31.857609,Operations,Analyst,Show monthly revenue trend,Sales,Churn Rate,Predictive,0.83,1047,2.0,Low
INT-102363,2026-01-24 01:01:31.857613,HR,Manager,What is customer churn rate?,Customer,Conversion Rate,Descriptive,0.85,1663,2.0,Low
INT-102364,2025-10-11 12:52:31.857616,Finance,Executive,Show monthly revenue trend,Finance,Profit Margin,Descriptive,0.91,2445,1.0,Low
INT-102365,2025-06-05 18:54:31.857620,Marketing,Intern,What is customer churn rate?,Customer,Conversion Rate,Predictive,0.98,1510,2.0,Medium
INT-102366,2025-10-17 21:39:31.857623,Finance,Analyst,Show monthly revenue trend,Finance,Profit Margin,Predictive,0.91,764,2.0,Low
INT-102367,2025-12-09 10:01:31.857626,HR,Manager,Show monthly revenue trend,Customer,Revenue,Descriptive,0.88,568,2.0,Low
INT-102368,2025-11-16 05:25:31.857629,Operations,Intern,Compare sales performance by region,Sales,Revenue,Descriptive,0.65,1463,3.0,Low
INT-102369,2025-11-07 03:06:31.857632,Finance,Analyst,Show monthly revenue trend,Customer,Churn Rate,Predictive,0.92,1510,5.0,nan
INT-102370,2025-11-27 09:16:31.857635,Operations,Intern,Show monthly revenue trend,Revenue,ROI,Predictive,0.89,2018,,nan
INT-102371,2025-12-22 07:21:31.857637,Operations,Manager,Compare sales performance by region,Customer,Revenue,Descriptive,0.9,2087,3.0,Low
INT-102372,2025-08-02 08:54:31.857639,Sales,Manager,Which campaign had highest ROI?,Finance,ROI,Trend Analysis,0.69,259,2.0,Medium
INT-102373,2025-11-16 23:29:31.857641,Finance,Intern,Which campaign had highest ROI?,Marketing,Conversion Rate,Descriptive,0.95,744,2.0,nan
INT-102374,2025-03-18 21:46:31.857642,Finance,Executive,Compare sales performance by region,Customer,Conversion Rate,Predictive,0.64,1467,4.0,Low
INT-102375,2025-11-07 09:54:31.857644,Operations,Intern,Forecast next quarter revenue,Customer,ROI,Predictive,0.7,1907,4.0,Low
INT-102376,2025-04-21 18:24:31.857646,HR,Analyst,Show monthly revenue trend,Customer,Churn Rate,Trend Analysis,0.86,1430,,Low
INT-102377,2025-10-07 19:00:31.857648,Sales,Executive,Show monthly revenue trend,Finance,Profit Margin,Descriptive,0.86,1245,1.0,nan
INT-102378,2025-10-12 04:49:31.857650,Operations,Analyst,Compare sales performance by region,Customer,ROI,Predictive,0.72,758,5.0,High
INT-102379,2025-12-14 17:18:31.857652,Marketing,Intern,Compare sales performance by region,Finance,ROI,Descriptive,0.87,1712,4.0,Low
INT-102380,2025-09-02 13:48:31.857654,Marketing,Executive,Forecast next quarter revenue,Finance,ROI,Predictive,0.75,2167,,Low
INT-102381,2025-11-19 17:45:31.857655,Sales,Analyst,Which campaign had highest ROI?,Marketing,ROI,Trend Analysis,0.6,869,4.0,nan
INT-102382,2025-04-18 06:10:31.857657,HR,Intern,What is customer churn rate?,Revenue,ROI,Descriptive,0.66,457,3.0,Medium
INT-102383,2025-08-10 02:54:31.857659,Operations,Intern,Which campaign had highest ROI?,Finance,Churn Rate,Descriptive,0.94,1270,4.0,Medium
INT-102384,2025-10-05 00:32:31.857661,Finance,Executive,Show monthly revenue trend,Sales,Revenue,Trend Analysis,0.69,1250,5.0,Low
INT-102385,2025-04-07 11:45:31.857663,Sales,Intern,Compare sales performance by region,Customer,Profit Margin,Predictive,0.64,1250,3.0,High
INT-102386,2026-02-06 12:15:31.857664,HR,Manager,Forecast next quarter revenue,Sales,Revenue,Predictive,0.87,2204,2.0,Low
INT-102387,2025-10-09 05:21:31.857666,Finance,Analyst,Which campaign had highest ROI?,Customer,ROI,Descriptive,0.77,344,3.0,High
INT-102388,2025-12-11 12:47:31.857668,Marketing,Analyst,Forecast next quarter revenue,Marketing,Revenue,Trend Analysis,0.91,1000,2.0,Low
INT-102389,2025-06-30 19:28:31.857670,Marketing,Intern,Which campaign had highest ROI?,Finance,Churn Rate,Descriptive,0.94,1685,3.0,Low
INT-102390,2025-10-05 21:41:31.857672,Finance,Intern,Show monthly revenue trend,Revenue,Conversion Rate,Descriptive,0.93,872,,Medium
INT-102391,2025-10-19 15:26:31.857673,Sales,Manager,What is customer churn rate?,Finance,Revenue,Predictive,0.72,526,4.0,High
INT-102392,2026-01-02 15:02:31.857675,Marketing,Executive,Forecast next quarter revenue,Customer,Profit Margin,Predictive,0.8,1614,4.0,Medium
INT-102393,2025-09-13 17:42:31.857677,Operations,Intern,Forecast next quarter revenue,Revenue,Churn Rate,Predictive,0.85,829,4.0,Low
INT-102394,2025-04-17 21:30:31.857679,Finance,Intern,What is customer churn rate?,Finance,Conversion Rate,Predictive,0.73,2219,5.0,Medium
INT-102395,2025-08-31 18:00:31.857682,Finance,Intern,Forecast next quarter revenue,Revenue,Churn Rate,Predictive,0.62,2331,,Medium
INT-102396,2025-06-29 15:29:31.857686,Marketing,Intern,Forecast next quarter revenue,Customer,ROI,Trend Analysis,0.79,2393,4.0,High
INT-102397,2026-01-31 16:57:31.857690,Sales,Analyst,Which campaign had highest ROI?,Marketing,Conversion Rate,Descriptive,0.6,2228,3.0,Medium
INT-102398,2025-07-17 04:40:31.857693,Operations,Intern,Which campaign had highest ROI?,Marketing,Profit Margin,Trend Analysis,0.97,1394,3.0,Low
INT-102399,2025-08-29 16:53:31.857696,Sales,Analyst,What is customer churn rate?,Finance,Conversion Rate,Descriptive,0.91,2224,3.0,Medium
INT-102400,2025-04-27 12:14:31.857700,HR,Intern,Show monthly revenue trend,Sales,Profit Margin,Predictive,0.67,1557,3.0,Medium
INT-102401,2026-01-08 03:41:31.857703,HR,Executive,Forecast next quarter revenue,Customer,ROI,Trend Analysis,0.71,1749,3.0,nan
INT-102402,2025-12-27 23:26:31.857705,Marketing,Manager,Show monthly revenue trend,Finance,Profit Margin,Descriptive,0.98,768,4.0,Medium
INT-102403,2025-10-13 12:43:31.857708,Marketing,Executive,What is customer churn rate?,Finance,Churn Rate,Predictive,0.75,2145,4.0,Medium
INT-102404,2025-11-14 18:26:31.857710,Marketing,Intern,What is customer churn rate?,Marketing,Revenue,Predictive,0.91,546,2.0,Medium
INT-102405,2025-03-31 16:59:31.857711,HR,Intern,Which campaign had highest ROI?,Revenue,Churn Rate,Trend Analysis,0.77,607,,Medium
INT-102406,2026-01-17 03:40:31.857713,Sales,Intern,Forecast next quarter revenue,Customer,Churn Rate,Trend Analysis,0.94,332,3.0,Medium
INT-102407,2025-04-26 16:56:31.857715,Sales,Executive,Compare sales performance by region,Revenue,Conversion Rate,Trend Analysis,0.87,813,4.0,Medium
INT-102408,2025-12-13 08:54:31.857717,Marketing,Intern,What is customer churn rate?,Customer,ROI,Predictive,0.61,305,4.0,High
INT-102409,2025-06-30 11:18:31.857719,Operations,Executive,Forecast next quarter revenue,Sales,Revenue,Descriptive,0.71,2418,4.0,Medium
INT-102410,2025-05-23 16:00:31.857720,Sales,Analyst,Show monthly revenue trend,Marketing,Profit Margin,Descriptive,0.82,461,3.0,Low
INT-102411,2025-05-06 18:34:31.857722,HR,Manager,Which campaign had highest ROI?,Sales,Conversion Rate,Trend Analysis,0.96,693,5.0,Low
INT-102412,2025-04-30 22:36:31.857724,Finance,Manager,Show monthly revenue trend,Finance,ROI,Descriptive,0.64,1674,2.0,Medium
INT-102413,2025-03-15 15:20:31.857726,Finance,Executive,What is customer churn rate?,Marketing,Revenue,Predictive,0.83,489,4.0,Low
INT-102414,2025-08-12 04:41:31.857729,Finance,Analyst,What is customer churn rate?,Finance,Churn Rate,Descriptive,0.72,2068,3.0,Medium
INT-102415,2026-01-06 15:41:31.857732,Operations,Executive,Show monthly revenue trend,Sales,ROI,Predictive,0.95,1537,4.0,Medium
INT-102416,2025-07-08 23:07:31.857736,Marketing,Analyst,What is customer churn rate?,Customer,ROI,Trend Analysis,0.9,2332,2.0,Medium
INT-102417,2025-08-16 21:34:31.857739,HR,Intern,Forecast next quarter revenue,Finance,ROI,Descriptive,0.74,1638,5.0,High
INT-102418,2025-03-12 05:03:31.857742,Operations,Analyst,What is customer churn rate?,Revenue,Churn Rate,Predictive,0.67,1552,2.0,Medium
INT-102419,2025-05-14 13:02:31.857745,HR,Analyst,Which campaign had highest ROI?,Customer,Profit Margin,Trend Analysis,0.6,244,5.0,nan
INT-102420,2025-11-07 22:51:31.857748,HR,Analyst,Forecast next quarter revenue,Customer,Conversion Rate,Trend Analysis,0.84,1014,5.0,Medium
INT-102421,2026-02-07 10:22:31.857751,Marketing,Manager,Compare sales performance by region,Sales,Profit Margin,Trend Analysis,0.76,664,3.0,Medium
INT-102422,2025-03-29 16:35:31.857754,Finance,Analyst,What is customer churn rate?,Sales,Revenue,Trend Analysis,0.72,399,3.0,Low
INT-102423,2025-05-03 17:29:31.857768,Marketing,Intern,What is customer churn rate?,Marketing,Conversion Rate,Descriptive,0.98,528,4.0,Medium
INT-102424,2025-08-25 17:51:31.857771,Operations,Intern,Which campaign had highest ROI?,Marketing,Revenue,Predictive,0.78,2487,1.0,Low
INT-102425,2025-03-14 16:54:31.857772,Operations,Intern,Which campaign had highest ROI?,Revenue,Churn Rate,Descriptive,0.89,2107,1.0,Medium
INT-102426,2025-10-14 19:13:31.857774,Operations,Analyst,Show monthly revenue trend,Customer,Profit Margin,Predictive,0.67,997,2.0,Medium
INT-102427,2026-02-06 04:46:31.857778,Marketing,Executive,Show monthly revenue trend,Revenue,ROI,Trend Analysis,0.61,901,4.0,Medium
INT-102428,2025-04-05 16:04:31.857781,HR,Executive,Show monthly revenue trend,Revenue,Conversion Rate,Descriptive,0.76,2221,2.0,Low
INT-102429,2025-12-14 23:16:31.857784,HR,Intern,Which campaign had highest ROI?,Sales,ROI,Trend Analysis,0.86,2124,3.0,Medium
INT-102430,2025-09-09 06:18:31.857787,Sales,Manager,Show monthly revenue trend,Revenue,Revenue,Predictive,0.8,1601,4.0,Medium
INT-102431,2026-02-05 09:51:31.857791,Operations,Executive,Show monthly revenue trend,Revenue,ROI,Trend Analysis,0.95,2319,1.0,Medium
INT-102432,2025-10-05 23:55:31.857794,HR,Analyst,Compare sales performance by region,Finance,ROI,Descriptive,0.77,1637,2.0,nan
INT-102433,2025-09-01 09:18:31.857797,Sales,Executive,Show monthly revenue trend,Marketing,Churn Rate,Descriptive,0.72,326,,High
INT-102434,2025-11-18 11:10:31.857800,HR,Intern,What is customer churn rate?,Marketing,Churn Rate,Predictive,0.96,1710,4.0,Low
INT-102435,2025-09-16 08:09:31.857803,Operations,Manager,Which campaign had highest ROI?,Customer,Profit Margin,Predictive,0.76,1820,3.0,Medium
INT-102436,2025-12-27 05:12:31.857806,Finance,Executive,Forecast next quarter revenue,Marketing,Revenue,Descriptive,0.71,681,1.0,Medium
INT-102437,2025-11-06 17:47:31.857809,Operations,Executive,Compare sales performance by region,Customer,Churn Rate,Descriptive,0.64,1535,4.0,High
INT-102438,2025-04-28 22:00:31.857812,Marketing,Intern,Which campaign had highest ROI?,Finance,Churn Rate,Descriptive,0.91,482,2.0,High
INT-102439,2025-03-01 01:34:31.857815,HR,Manager,Which campaign had highest ROI?,Marketing,Profit Margin,Descriptive,0.92,2321,,Low
INT-102440,2025-07-15 09:02:31.857817,HR,Manager,What is customer churn rate?,Finance,Conversion Rate,Predictive,0.61,2244,4.0,High
INT-102441,2025-03-19 07:47:31.857820,Marketing,Intern,Show monthly revenue trend,Marketing,Profit Margin,Descriptive,0.74,438,,Low
INT-102442,2025-10-07 05:08:31.857823,Marketing,Analyst,What is customer churn rate?,Marketing,ROI,Predictive,0.89,1620,5.0,High
INT-102443,2025-05-18 11:40:31.857826,Finance,Executive,Show monthly revenue trend,Finance,ROI,Descriptive,0.97,540,3.0,Low
INT-102444,2025-10-06 18:06:31.857830,HR,Analyst,Show monthly revenue trend,Revenue,Churn Rate,Descriptive,0.75,1091,4.0,Low
INT-102445,2025-04-24 23:31:31.857833,HR,Executive,Which campaign had highest ROI?,Revenue,Churn Rate,Trend Analysis,0.94,1686,5.0,High
INT-102446,2025-10-21 18:50:31.857836,Finance,Executive,Show monthly revenue trend,Revenue,Profit Margin,Trend Analysis,0.75,661,4.0,Medium
INT-102447,2025-07-18 05:49:31.857840,Sales,Analyst,Compare sales performance by region,Revenue,Profit Margin,Descriptive,0.67,1516,1.0,nan
INT-102448,2025-09-17 03:25:31.857843,Finance,Intern,Compare sales performance by region,Marketing,Revenue,Predictive,0.6,997,3.0,Low
INT-102449,2026-02-05 20:46:31.857847,Operations,Intern,Compare sales performance by region,Sales,ROI,Descriptive,0.73,932,2.0,Medium
INT-102450,2025-04-04 05:09:31.857850,HR,Executive,Which campaign had highest ROI?,Finance,Profit Margin,Trend Analysis,0.75,361,4.0,High
INT-102451,2025-04-07 15:35:31.857853,Marketing,Intern,What is customer churn rate?,Sales,Conversion Rate,Descriptive,0.97,1678,4.0,Low
INT-102452,2025-08-10 06:30:31.857857,Operations,Executive,Forecast next quarter revenue,Sales,Revenue,Trend Analysis,0.68,1209,,Low
INT-102453,2025-07-20 16:43:31.857860,HR,Intern,Show monthly revenue trend,Customer,Profit Margin,Descriptive,0.75,331,4.0,Low
INT-102454,2025-12-17 13:41:31.857862,Finance,Executive,Forecast next quarter revenue,Revenue,Churn Rate,Descriptive,0.61,2057,5.0,nan
INT-102455,2025-08-11 23:04:31.857864,Operations,Intern,What is customer churn rate?,Marketing,Profit Margin,Predictive,0.9,2367,3.0,High
INT-102456,2025-04-06 23:11:31.857865,HR,Manager,What is customer churn rate?,Revenue,Churn Rate,Trend Analysis,0.96,2115,3.0,Medium
